Algorithm,Parameters,Dataset,Fold,Description,Precision,Recall,F-measure,AUC,G-mean
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",vehicle2,8,Preliminary,0.65942,0.834862,0.736842,0.84259,0.842555
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.355556,0.888889,0.507937,0.873016,0.872872
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",yeast-1_vs_7,8,Preliminary,0.2,0.533333,0.290909,0.6919,0.673485
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.416667,0.833333,0.555556,0.864943,0.864365
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",yeast-1_vs_7,4,Preliminary,0.186047,0.533333,0.275862,0.684891,0.667912
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",yeast-1_vs_7,10,Preliminary,0.428571,0.2,0.272727,0.590654,0.443014
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",vehicle2,8,Preliminary,0.631579,0.880734,0.735632,0.851195,0.850682
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.695652,0.842105,0.761905,0.903811,0.901702
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.318182,0.368421,0.341463,0.647265,0.584121
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",yeast1,5,Preliminary,0.777778,0.032558,0.0625,0.514385,0.180097
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",yeast-1_vs_7,8,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",yeast-1_vs_7,8,Preliminary,0.368421,0.466667,0.411765,0.705296,0.663701
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",yeast1,1,Preliminary,0.605442,0.413953,0.491713,0.652053,0.607027
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",yeast1,6,Preliminary,0.578947,0.051402,0.094421,0.518111,0.224992
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.46875,0.789474,0.588235,0.852865,0.850506
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",yeast1,1,Preliminary,0.476351,0.655814,0.551859,0.681127,0.680656
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.608696,0.736842,0.666667,0.846254,0.839151
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",vehicle2,8,Preliminary,0.626374,0.522936,0.57,0.707328,0.682871
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.736842,0.777778,0.756757,0.876574,0.870988
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.333333,0.368421,0.35,0.649728,0.585673
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",yeast1,2,Preliminary,0.75,0.014019,0.027523,0.506061,0.118288
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.46875,0.789474,0.588235,0.852865,0.850506
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.409091,0.473684,0.439024,0.704822,0.665845
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.555556,0.833333,0.666667,0.88711,0.885479
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",yeast-1_vs_7,8,Preliminary,0.142857,0.066667,0.090909,0.519315,0.254554
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",yeast-1_vs_7,4,Preliminary,0.190476,0.266667,0.222222,0.593614,0.495462
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.333333,0.210526,0.258065,0.585559,0.4497
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.555556,0.833333,0.666667,0.88711,0.885479
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.714286,0.789474,0.75,0.879959,0.875294
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",yeast-1_vs_7,10,Preliminary,0.428571,0.2,0.272727,0.590654,0.443014
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",yeast-1_vs_7,8,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.636364,0.777778,0.7,0.869184,0.864365
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.56,0.777778,0.651163,0.861795,0.85769
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",yeast-1_vs_7,8,Preliminary,0.142857,0.066667,0.090909,0.519315,0.254554
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",yeast-1_vs_7,3,Preliminary,0.087209,1.0,0.160428,0.634884,0.519391
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.25,0.421053,0.313725,0.651413,0.609322
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",vehicle2,8,Preliminary,0.8125,0.954128,0.877637,0.938848,0.938723
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.736842,0.777778,0.756757,0.876574,0.870988
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",yeast-1_vs_7,10,Preliminary,0.241379,0.933333,0.383562,0.863863,0.861065
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.583333,0.777778,0.666667,0.864258,0.859921
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",yeast-1_vs_7,4,Preliminary,0.189189,0.466667,0.269231,0.66324,0.63344
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",yeast-1_vs_7,9,Preliminary,0.162162,0.4,0.230769,0.627907,0.585086
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",yeast-1_vs_7,8,Preliminary,0.166667,0.6,0.26087,0.69486,0.688354
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",yeast-1_vs_7,4,Preliminary,0.25,0.333333,0.285714,0.63162,0.556748
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.714286,0.789474,0.75,0.879959,0.875294
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.518519,0.777778,0.622222,0.856869,0.853211
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.647059,0.578947,0.611111,0.774695,0.749557
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.625,0.789474,0.697674,0.872569,0.868604
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.647059,0.578947,0.611111,0.774695,0.749557
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.647059,0.578947,0.611111,0.774695,0.749557
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.482759,0.777778,0.595745,0.851943,0.848709
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",yeast-1_vs_7,8,Preliminary,0.368421,0.466667,0.411765,0.705296,0.663701
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.647059,0.578947,0.611111,0.774695,0.749557
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",yeast1,4,Preliminary,0.493711,0.733645,0.590226,0.714071,0.713803
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.647059,0.578947,0.611111,0.774695,0.749557
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",yeast-1_vs_7,10,Preliminary,0.106061,0.933333,0.190476,0.690966,0.647064
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",yeast-1_vs_7,5,Preliminary,1.0,0.133333,0.235294,0.566667,0.365148
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",yeast-1_vs_7,8,Preliminary,0.242424,0.533333,0.333333,0.708255,0.686315
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.625,0.789474,0.697674,0.872569,0.868604
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.583333,0.777778,0.666667,0.864258,0.859921
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",yeast1,4,Preliminary,0.508264,0.574766,0.539474,0.67448,0.667069
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",yeast1,2,Preliminary,0.482412,0.448598,0.464891,0.626576,0.600767
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.347826,0.888889,0.5,0.870553,0.87036
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",yeast1,1,Preliminary,0.605442,0.413953,0.491713,0.652053,0.607027
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",yeast-1_vs_7,4,Preliminary,0.416667,0.333333,0.37037,0.650312,0.567829
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.1}",yeast-1_vs_7,8,Preliminary,0.333333,0.333333,0.333333,0.643302,0.563699
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.355556,0.888889,0.507937,0.873016,0.872872
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",yeast1,7,Preliminary,0.633333,0.44186,0.520548,0.668847,0.629153
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",vehicle2,8,Preliminary,0.734694,0.990826,0.84375,0.933311,0.931537
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",yeast-1_vs_7,4,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.001}",yeast-1_vs_7,8,Preliminary,0.227273,0.333333,0.27027,0.626947,0.553944
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",yeast-1_vs_7,9,Preliminary,0.75,0.2,0.315789,0.597674,0.446172
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.355556,0.888889,0.507937,0.873016,0.872872
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.409091,0.947368,0.571429,0.909645,0.908862
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.636364,0.736842,0.682927,0.848717,0.841311
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",vehicle2,8,Preliminary,0.743056,0.981651,0.84585,0.931908,0.93058
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.736842,0.777778,0.756757,0.876574,0.870988
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",vehicle2,7,Preliminary,0.432292,0.761468,0.551495,0.707167,0.705079
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.608696,0.736842,0.666667,0.846254,0.839151
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",yeast1,5,Preliminary,0.533333,0.446512,0.486076,0.64371,0.612761
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.8125,0.684211,0.742857,0.834716,0.821035
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.736842,0.736842,0.736842,0.856106,0.847758
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.714286,0.789474,0.75,0.879959,0.875294
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 1.0}",yeast-1_vs_7,5,Preliminary,0.233333,0.466667,0.311111,0.679845,0.645557
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.608696,0.736842,0.666667,0.846254,0.839151
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.866667,0.684211,0.764706,0.837179,0.823085
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",yeast-1_vs_7,8,Preliminary,0.35,0.466667,0.4,0.70296,0.662056
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",yeast-1_vs_7,5,Preliminary,0.135135,0.333333,0.192308,0.592248,0.532655
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",yeast-1_vs_7,5,Preliminary,0.230769,0.4,0.292683,0.653488,0.602321
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.64,0.842105,0.727273,0.898885,0.89709
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,2,Preliminary,0.298246,0.944444,0.453333,0.8737,0.870831
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,1,Preliminary,0.416667,0.789474,0.545455,0.843013,0.841311
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.1}",yeast1,6,Preliminary,0.522388,0.654206,0.580913,0.705661,0.703782
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",yeast-1_vs_7,3,Preliminary,0.106557,0.866667,0.189781,0.679845,0.653672
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 8000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",yeast-1_vs_7,9,Preliminary,0.75,0.2,0.315789,0.597674,0.446172
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",yeast-1_vs_7,4,Preliminary,0.169231,0.733333,0.275,0.740498,0.740464
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 10.0}",yeast1,5,Preliminary,0.485577,0.469767,0.477541,0.633558,0.61202
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 1.0}",yeast-1_vs_7,5,Preliminary,0.0,0.0,0.0,0.5,0.0
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.736842,0.736842,0.736842,0.856106,0.847758
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",yeast-1_vs_7,5,Preliminary,1.0,0.133333,0.235294,0.566667,0.365148
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",vehicle2,7,Preliminary,0.894737,0.93578,0.914798,0.948782,0.948693
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.307692,0.210526,0.25,0.583096,0.448545
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 2000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.590909,0.684211,0.634146,0.819938,0.808626
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'SVM', 'gamma': 10.0}",vehicle2,8,Preliminary,0.857143,0.055046,0.103448,0.525931,0.234245
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.1}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.352941,0.631579,0.45283,0.761602,0.750421
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'CART', 'gamma': 0.01}",yeast-1_vs_7,4,Preliminary,0.384615,0.333333,0.357143,0.647975,0.566456
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 4000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",yeast-1_vs_7,10,Preliminary,0.08427,1.0,0.15544,0.619159,0.488178
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 10.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.714286,0.526316,0.606061,0.753306,0.718293
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 1.0}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.34375,0.578947,0.431373,0.73775,0.720456
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 16000, 'stop_probability': 0.0, 'classifier': 'KNN', 'gamma': 0.01}",yeast-1_vs_7,4,Preliminary,0.170732,0.466667,0.25,0.653894,0.626517
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.001}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.325,0.684211,0.440678,0.775603,0.770199
RBO,"{'step_size': 0.001, 'criterion': 'balance', 'n_steps': 1000, 'stop_probability': 0.0, 'classifier': 'NB', 'gamma': 0.01}",led7digit-0-2-4-5-6-7-8-9_vs_1,3,Preliminary,0.6875,0.578947,0.628571,0.777158,0.751457
